"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7999","CRM_DASHBOARD_TC_030 - Click từng tab chuyển đúng nội dung panel tương ứng","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7521","CRM_DASHBOARD_TC_020 - Click ""Reports"" trên Sidebar mở rộng submenu, không điều hướng ngay","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","2190","CRM_LOGIN_TC_012 - Email chứa ký tự đặc biệt không hợp lệ trước ""@""","chromium","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","7701","CRM_DASHBOARD_TC_023 - Nút ""Dashboard Options"" hiển thị và có thể click","webkit","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","4086","CRM_LOGIN_TC_020 - Password có độ dài rất lớn (~500 ký tự)","webkit","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","2366","CRM_LOGIN_TC_009 - Email thiếu phần domain sau ""@""","firefox","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4989","CRM_DASHBOARD_TC_039 - Click ""View All"" trong widget My To Do Items điều hướng đúng trang","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4399","CRM_DASHBOARD_TC_034 - Widget ""Payment Records"" hiển thị đúng tiêu đề và link Full Report điều hướng đúng trang","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3637","CRM_LOGIN_TC_003 - bỏ trống trường Email khi Password hợp lệ","firefox","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","8702","CRM_DASHBOARD_TC_008 - Click ""Customer"" trong Quick Create điều hướng đúng trang tạo mới","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","8426","CRM_DASHBOARD_TC_007 - Click ""Invoice"" trong Quick Create điều hướng đúng trang tạo mới","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","7577","CRM_DASHBOARD_TC_031 - Click ""View All"" trong tab My Tasks điều hướng đúng trang danh sách Task","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2469","CRM_LOGIN_TC_010 - Email có domain không hợp lệ (thiếu TLD)","firefox","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","2564","CRM_LOGIN_TC_023 - Dán (paste) giá trị vào trường Password","webkit","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","2622","CRM_LOGIN_TC_016 - Email chứa mã XSS injection","webkit","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4632","CRM_DASHBOARD_TC_026 - Click trạng thái ""Unpaid"" trong Invoice overview điều hướng đúng URL filter","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2238","CRM_LOGIN_TC_003 - bỏ trống trường Email khi Password hợp lệ","chromium","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","4156","CRM_LOGIN_TC_014 - Email có khoảng trắng ở đầu và cuối","firefox","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4003","CRM_LOGIN_TC_005 - bỏ trống đồng thời cả Email và Password","firefox","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","4806","CRM_DASHBOARD_TC_001 - Đăng nhập thành công hiển thị đúng trang Dashboard","firefox","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","2813","CRM_LOGIN_TC_007 - Email tồn tại nhưng sai Password","firefox","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","4962","CRM_DASHBOARD_TC_018 - Click ""Sales"" trên Sidebar mở rộng submenu, không điều hướng ngay","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","4432","CRM_DASHBOARD_TC_011 - Badge số lượng Todo hiển thị đúng định dạng","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","8507","CRM_DASHBOARD_TC_016 - Submenu ""Language"" hiển thị đủ ngôn ngữ, English đang active","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","7018","CRM_DASHBOARD_TC_034 - Widget ""Payment Records"" hiển thị đúng tiêu đề và link Full Report điều hướng đúng trang","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","8135","CRM_DASHBOARD_TC_015 - Click ""My Profile"" điều hướng đúng trang","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","6834","CRM_DASHBOARD_TC_029 - Widget Overview theo tab hiển thị đủ 5 tab, tab ""My Tasks"" active mặc định","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5067","CRM_DASHBOARD_TC_010 - Click icon Todo trên Header điều hướng đúng trang","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","3922","CRM_LOGIN_TC_015 - Email không phân biệt chữ hoa/thường","chromium","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","2505","CRM_LOGIN_TC_020 - Password có độ dài rất lớn (~500 ký tự)","chromium","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","2176","CRM_LOGIN_TC_016 - Email chứa mã XSS injection","firefox","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","6033","CRM_DASHBOARD_TC_003 - Sidebar hiển thị đầy đủ các menu cấp 1","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","7594","CRM_DASHBOARD_TC_027 - Dropdown chọn năm trong Finance Overview hiển thị đủ option và mặc định đúng năm hiện tại","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2508","CRM_LOGIN_TC_026 - Click liên kết ""Forgot Password?"" điều hướng đúng trang","firefox","2026-08-04","passed","2026-08-04","Login Module - Navigation","auth/login-navigation.spec.ts","",""
"","3051","CRM_LOGIN_TC_020 - Password có độ dài rất lớn (~500 ký tự)","firefox","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","6992","CRM_DASHBOARD_TC_003 - Sidebar hiển thị đầy đủ các menu cấp 1","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","8958","CRM_DASHBOARD_TC_038 - Click ""New To Do"" mở modal thêm To Do mới","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2300","CRM_LOGIN_TC_017 - Email chứa mã SQL Injection nhằm bypass đăng nhập","firefox","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","12528","CRM_DASHBOARD_TC_004 - Mục ""Dashboard"" trên Sidebar active khi ở trang chủ","webkit","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","2118","CRM_LOGIN_TC_023 - Dán (paste) giá trị vào trường Password","chromium","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","4738","CRM_DASHBOARD_TC_028 - Chọn thêm năm trong Finance Overview vẫn hiển thị đúng định dạng tiền tệ","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5481","CRM_DASHBOARD_TC_008 - Click ""Customer"" trong Quick Create điều hướng đúng trang tạo mới","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4342","CRM_DASHBOARD_TC_042 - Widget ""Latest Project Activity"" hiển thị danh sách hoạt động gần nhất","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2595","CRM_LOGIN_TC_011 - Email chứa nhiều ký tự ""@""","webkit","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","3845","CRM_LOGIN_TC_005 - bỏ trống đồng thời cả Email và Password","webkit","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","4882","CRM_DASHBOARD_TC_031 - Click ""View All"" trong tab My Tasks điều hướng đúng trang danh sách Task","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2190","CRM_LOGIN_TC_026 - Click liên kết ""Forgot Password?"" điều hướng đúng trang","chromium","2026-08-04","passed","2026-08-04","Login Module - Navigation","auth/login-navigation.spec.ts","",""
"","12086","CRM_DASHBOARD_TC_034 - Widget ""Payment Records"" hiển thị đúng tiêu đề và link Full Report điều hướng đúng trang","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7702","CRM_DASHBOARD_TC_019 - Click ""Utilities"" trên Sidebar mở rộng submenu, không điều hướng ngay","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","5267","CRM_DASHBOARD_TC_022 - Progress bar trong Quick Statistics có giá trị phần trăm hợp lệ","firefox","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","3596","CRM_LOGIN_TC_014 - Email có khoảng trắng ở đầu và cuối","chromium","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4940","CRM_DASHBOARD_TC_006 - Click mở dropdown Quick Create hiển thị đủ danh sách shortcut","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","3879","CRM_LOGIN_TC_013 - Email vượt quá độ dài thông thường (~300 ký tự)","webkit","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4741","CRM_DASHBOARD_TC_006 - Click mở dropdown Quick Create hiển thị đủ danh sách shortcut","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4847","CRM_DASHBOARD_TC_016 - Submenu ""Language"" hiển thị đủ ngôn ngữ, English đang active","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4351","CRM_DASHBOARD_TC_042 - Widget ""Latest Project Activity"" hiển thị danh sách hoạt động gần nhất","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4494","CRM_DASHBOARD_TC_014 - Click avatar mở dropdown tài khoản đầy đủ các mục","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4798","CRM_DASHBOARD_TC_040 - Widget ""Leads Chart"" hiển thị đúng tiêu đề và render biểu đồ","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7984","CRM_DASHBOARD_TC_012 - Click icon Timers mở dropdown đúng nội dung","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4599","CRM_DASHBOARD_TC_003 - Sidebar hiển thị đầy đủ các menu cấp 1","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","7252","CRM_DASHBOARD_TC_010 - Click icon Todo trên Header điều hướng đúng trang","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4525","CRM_DASHBOARD_TC_019 - Click ""Utilities"" trên Sidebar mở rộng submenu, không điều hướng ngay","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","4571","CRM_DASHBOARD_TC_035 - Dropdown chế độ biểu đồ Payment Records chuyển đổi Weekly/Monthly đúng","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4586","CRM_DASHBOARD_TC_021 - Widget ""Quick Statistics"" hiển thị đủ 4 chỉ số","chromium","2026-08-04","passed","2026-08-04","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","2513","CRM_LOGIN_TC_024 - Checkbox ""Remember me"" mặc định không được chọn khi tải trang","webkit","2026-08-04","passed","2026-08-04","Login Module - Remember Me Checkbox","auth/login-remember-me.spec.ts","",""
"","1939","CRM_LOGIN_TC_022 - Ký tự Password được ẩn (mask) khi nhập","chromium","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","3958","CRM_LOGIN_TC_010 - Email có domain không hợp lệ (thiếu TLD)","webkit","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5698","CRM_DASHBOARD_TC_038 - Click ""New To Do"" mở modal thêm To Do mới","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6714","CRM_LOGIN_TC_002 - đăng nhập thành công khi tick chọn ""Remember me""","webkit","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","4777","CRM_DASHBOARD_TC_039 - Click ""View All"" trong widget My To Do Items điều hướng đúng trang","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2704","CRM_LOGIN_TC_021 - Password chứa ký tự Unicode/Emoji","chromium","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","3833","CRM_LOGIN_TC_019 - Password chỉ chứa khoảng trắng (whitespace-only)","webkit","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","17555","CRM_DASHBOARD_TC_017 - Click các mục Sidebar không có submenu điều hướng đúng URL tương ứng","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","6827","CRM_LOGIN_TC_015 - Email không phân biệt chữ hoa/thường","webkit","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","10680","CRM_LOGIN_TC_002 - đăng nhập thành công khi tick chọn ""Remember me""","firefox","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","4447","CRM_DASHBOARD_TC_041 - Widget ""Projects Chart"" hiển thị đúng tiêu đề và render biểu đồ","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2977","CRM_LOGIN_TC_012 - Email chứa ký tự đặc biệt không hợp lệ trước ""@""","firefox","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4499","CRM_DASHBOARD_TC_037 - Widget ""My To Do Items"" hiển thị đủ 2 khối Latest to do's / Latest finished to do's","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","8721","CRM_DASHBOARD_TC_006 - Click mở dropdown Quick Create hiển thị đủ danh sách shortcut","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","6752","CRM_DASHBOARD_TC_044 - Widget ""Upcoming Events"" không hiển thị trên Dashboard với cấu hình hiện tại","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4931","CRM_DASHBOARD_TC_030 - Click từng tab chuyển đúng nội dung panel tương ứng","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4644","CRM_LOGIN_TC_001 - đăng nhập thành công với Email và Password hợp lệ","firefox","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","2470","CRM_LOGIN_TC_007 - Email tồn tại nhưng sai Password","chromium","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","2202","CRM_LOGIN_TC_017 - Email chứa mã SQL Injection nhằm bypass đăng nhập","chromium","2026-08-04","passed","2026-08-04","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","4563","CRM_DASHBOARD_TC_005 - Ô tìm kiếm trên Header hiển thị đúng placeholder","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4725","CRM_DASHBOARD_TC_005 - Ô tìm kiếm trên Header hiển thị đúng placeholder","firefox","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","2438","CRM_LOGIN_TC_004 - bỏ trống trường Password khi Email hợp lệ","chromium","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","2356","CRM_LOGIN_TC_023 - Dán (paste) giá trị vào trường Password","firefox","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","7140","CRM_DASHBOARD_TC_026 - Click trạng thái ""Unpaid"" trong Invoice overview điều hướng đúng URL filter","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2656","CRM_LOGIN_TC_018 - Password chứa mã SQL Injection nhằm bypass đăng nhập","chromium","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","9130","CRM_DASHBOARD_TC_033 - Chuyển view Calendar (week/day/month) hoạt động đúng","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4011","CRM_LOGIN_TC_002 - đăng nhập thành công khi tick chọn ""Remember me""","chromium","2026-08-04","passed","2026-08-04","Login Module","auth/login.spec.ts","",""
"","4723","CRM_DASHBOARD_TC_011 - Badge số lượng Todo hiển thị đúng định dạng","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4788","CRM_DASHBOARD_TC_009 - Click ""Task"" trong Quick Create mở modal, không điều hướng trang","chromium","2026-08-04","passed","2026-08-04","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4228","CRM_LOGIN_TC_018 - Password chứa mã SQL Injection nhằm bypass đăng nhập","webkit","2026-08-04","passed","2026-08-04","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","7618","CRM_DASHBOARD_TC_042 - Widget ""Latest Project Activity"" hiển thị danh sách hoạt động gần nhất","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6548","CRM_DASHBOARD_TC_025 - Widget ""Finance Overview"" hiển thị đủ 3 khối overview đúng trạng thái","webkit","2026-08-04","passed","2026-08-04","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
