"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6708","CRM_DASHBOARD_TC_015 - Click ""My Profile"" điều hướng đúng trang","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5930","CRM_DASHBOARD_TC_021 - Widget ""Quick Statistics"" hiển thị đủ 4 chỉ số","chromium","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","3105","CRM_LOGIN_TC_020 - Password có độ dài rất lớn (~500 ký tự)","chromium","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","6839","CRM_DASHBOARD_TC_023 - Nút ""Dashboard Options"" hiển thị và có thể click","chromium","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","6054","CRM_DASHBOARD_TC_014 - Click avatar mở dropdown tài khoản đầy đủ các mục","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4891","CRM_LOGIN_TC_013 - Email vượt quá độ dài thông thường (~300 ký tự)","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5009","CRM_LOGIN_TC_002 - đăng nhập thành công khi tick chọn ""Remember me""","chromium","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","6343","CRM_DASHBOARD_TC_007 - Click ""Invoice"" trong Quick Create điều hướng đúng trang tạo mới","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5864","CRM_LOGIN_TC_002 - đăng nhập thành công khi tick chọn ""Remember me""","firefox","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","11391","CRM_DASHBOARD_TC_018 - Click ""Sales"" trên Sidebar mở rộng submenu, không điều hướng ngay","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","8787","CRM_DASHBOARD_TC_001 - Đăng nhập thành công hiển thị đúng trang Dashboard","webkit","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","17923","CRM_DASHBOARD_TC_017 - Click các mục Sidebar không có submenu điều hướng đúng URL tương ứng","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","5672","CRM_DASHBOARD_TC_041 - Widget ""Projects Chart"" hiển thị đúng tiêu đề và render biểu đồ","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5823","CRM_DASHBOARD_TC_034 - Widget ""Payment Records"" hiển thị đúng tiêu đề và link Full Report điều hướng đúng trang","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6077","CRM_DASHBOARD_TC_031 - Click ""View All"" trong tab My Tasks điều hướng đúng trang danh sách Task","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","33902","CRM_DASHBOARD_TC_017 - Click các mục Sidebar không có submenu điều hướng đúng URL tương ứng","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","9631","CRM_DASHBOARD_TC_023 - Nút ""Dashboard Options"" hiển thị và có thể click","webkit","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","7645","CRM_DASHBOARD_TC_038 - Click ""New To Do"" mở modal thêm To Do mới","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","9628","CRM_DASHBOARD_TC_027 - Dropdown chọn năm trong Finance Overview hiển thị đủ option và mặc định đúng năm hiện tại","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5687","CRM_DASHBOARD_TC_011 - Badge số lượng Todo hiển thị đúng định dạng","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","10532","CRM_LOGIN_TC_014 - Email có khoảng trắng ở đầu và cuối","firefox","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","3039","CRM_LOGIN_TC_019 - Password chỉ chứa khoảng trắng (whitespace-only)","firefox","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","9739","CRM_DASHBOARD_TC_031 - Click ""View All"" trong tab My Tasks điều hướng đúng trang danh sách Task","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6464","CRM_DASHBOARD_TC_026 - Click trạng thái ""Unpaid"" trong Invoice overview điều hướng đúng URL filter","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6426","CRM_DASHBOARD_TC_023 - Nút ""Dashboard Options"" hiển thị và có thể click","firefox","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","9137","CRM_DASHBOARD_TC_025 - Widget ""Finance Overview"" hiển thị đủ 3 khối overview đúng trạng thái","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","9171","CRM_DASHBOARD_TC_011 - Badge số lượng Todo hiển thị đúng định dạng","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5681","CRM_DASHBOARD_TC_037 - Widget ""My To Do Items"" hiển thị đủ 2 khối Latest to do's / Latest finished to do's","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7168","CRM_LOGIN_TC_006 - Email đúng định dạng nhưng không tồn tại trong hệ thống","firefox","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","6841","CRM_DASHBOARD_TC_009 - Click ""Task"" trong Quick Create mở modal, không điều hướng trang","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","3699","CRM_LOGIN_TC_016 - Email chứa mã XSS injection","firefox","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5893","CRM_DASHBOARD_TC_029 - Widget Overview theo tab hiển thị đủ 5 tab, tab ""My Tasks"" active mặc định","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3090","CRM_LOGIN_TC_022 - Ký tự Password được ẩn (mask) khi nhập","firefox","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","10285","CRM_DASHBOARD_TC_016 - Submenu ""Language"" hiển thị đủ ngôn ngữ, English đang active","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","3768","CRM_LOGIN_TC_026 - Click liên kết ""Forgot Password?"" điều hướng đúng trang","webkit","2026-08-05","passed","2026-08-05","Login Module - Navigation","auth/login-navigation.spec.ts","",""
"","6234","CRM_DASHBOARD_TC_016 - Submenu ""Language"" hiển thị đủ ngôn ngữ, English đang active","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","2787","CRM_LOGIN_TC_016 - Email chứa mã XSS injection","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","6343","CRM_DASHBOARD_TC_006 - Click mở dropdown Quick Create hiển thị đủ danh sách shortcut","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5754","CRM_DASHBOARD_TC_035 - Dropdown chế độ biểu đồ Payment Records chuyển đổi Weekly/Monthly đúng","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","10209","CRM_DASHBOARD_TC_020 - Click ""Reports"" trên Sidebar mở rộng submenu, không điều hướng ngay","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","10660","CRM_DASHBOARD_TC_040 - Widget ""Leads Chart"" hiển thị đúng tiêu đề và render biểu đồ","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","8861","CRM_DASHBOARD_TC_037 - Widget ""My To Do Items"" hiển thị đủ 2 khối Latest to do's / Latest finished to do's","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6243","CRM_DASHBOARD_TC_011 - Badge số lượng Todo hiển thị đúng định dạng","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","9718","CRM_DASHBOARD_TC_036 - Widget ""Contracts Expiring Soon"" hiển thị đúng cột và link View All điều hướng đúng trang","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5826","CRM_DASHBOARD_TC_002 - Header hiển thị đầy đủ các thành phần chính","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","6195","CRM_DASHBOARD_TC_020 - Click ""Reports"" trên Sidebar mở rộng submenu, không điều hướng ngay","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","5616","CRM_DASHBOARD_TC_012 - Click icon Timers mở dropdown đúng nội dung","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","8906","CRM_DASHBOARD_TC_044 - Widget ""Upcoming Events"" không hiển thị trên Dashboard với cấu hình hiện tại","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","8612","CRM_LOGIN_TC_002 - đăng nhập thành công khi tick chọn ""Remember me""","webkit","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","8632","CRM_DASHBOARD_TC_002 - Header hiển thị đầy đủ các thành phần chính","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5460","CRM_DASHBOARD_TC_005 - Ô tìm kiếm trên Header hiển thị đúng placeholder","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","8748","CRM_DASHBOARD_TC_005 - Ô tìm kiếm trên Header hiển thị đúng placeholder","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5980","CRM_DASHBOARD_TC_013 - Click icon Notifications mở dropdown","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","7703","CRM_DASHBOARD_TC_006 - Click mở dropdown Quick Create hiển thị đủ danh sách shortcut","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","2822","CRM_LOGIN_TC_017 - Email chứa mã SQL Injection nhằm bypass đăng nhập","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","3185","CRM_LOGIN_TC_023 - Dán (paste) giá trị vào trường Password","webkit","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","2763","CRM_LOGIN_TC_024 - Checkbox ""Remember me"" mặc định không được chọn khi tải trang","firefox","2026-08-05","passed","2026-08-05","Login Module - Remember Me Checkbox","auth/login-remember-me.spec.ts","",""
"","6340","CRM_DASHBOARD_TC_009 - Click ""Task"" trong Quick Create mở modal, không điều hướng trang","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","5815","CRM_DASHBOARD_TC_042 - Widget ""Latest Project Activity"" hiển thị danh sách hoạt động gần nhất","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5650","CRM_DASHBOARD_TC_021 - Widget ""Quick Statistics"" hiển thị đủ 4 chỉ số","firefox","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","5580","CRM_LOGIN_TC_018 - Password chứa mã SQL Injection nhằm bypass đăng nhập","webkit","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","2875","CRM_LOGIN_TC_025 - Tick/Untick checkbox ""Remember me"" hoạt động đúng","chromium","2026-08-05","passed","2026-08-05","Login Module - Remember Me Checkbox","auth/login-remember-me.spec.ts","",""
"","5970","CRM_DASHBOARD_TC_025 - Widget ""Finance Overview"" hiển thị đủ 3 khối overview đúng trạng thái","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4788","CRM_LOGIN_TC_014 - Email có khoảng trắng ở đầu và cuối","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","10614","CRM_DASHBOARD_TC_030 - Click từng tab chuyển đúng nội dung panel tương ứng","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","9033","CRM_DASHBOARD_TC_043 - Widget ""Staff Tickets Report"" và ""Tickets Chart"" tồn tại trong DOM ở trạng thái không dữ liệu","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","11285","CRM_DASHBOARD_TC_010 - Click icon Todo trên Header điều hướng đúng trang","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","2746","CRM_LOGIN_TC_011 - Email chứa nhiều ký tự ""@""","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","3078","CRM_LOGIN_TC_025 - Tick/Untick checkbox ""Remember me"" hoạt động đúng","webkit","2026-08-05","passed","2026-08-05","Login Module - Remember Me Checkbox","auth/login-remember-me.spec.ts","",""
"","6507","CRM_DASHBOARD_TC_036 - Widget ""Contracts Expiring Soon"" hiển thị đúng cột và link View All điều hướng đúng trang","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","10519","CRM_DASHBOARD_TC_019 - Click ""Utilities"" trên Sidebar mở rộng submenu, không điều hướng ngay","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","5776","CRM_DASHBOARD_TC_044 - Widget ""Upcoming Events"" không hiển thị trên Dashboard với cấu hình hiện tại","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3053","CRM_LOGIN_TC_012 - Email chứa ký tự đặc biệt không hợp lệ trước ""@""","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5682","CRM_DASHBOARD_TC_032 - Widget Calendar hiển thị đúng tháng/năm hiện tại và đủ 7 cột thứ","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3062","CRM_LOGIN_TC_019 - Password chỉ chứa khoảng trắng (whitespace-only)","chromium","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","3180","CRM_LOGIN_TC_012 - Email chứa ký tự đặc biệt không hợp lệ trước ""@""","firefox","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5967","CRM_DASHBOARD_TC_043 - Widget ""Staff Tickets Report"" và ""Tickets Chart"" tồn tại trong DOM ở trạng thái không dữ liệu","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","4785","CRM_LOGIN_TC_010 - Email có domain không hợp lệ (thiếu TLD)","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","2921","CRM_LOGIN_TC_016 - Email chứa mã XSS injection","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","6229","CRM_DASHBOARD_TC_024 - Đăng xuất từ Dashboard quay lại trang Login","chromium","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","3163","CRM_LOGIN_TC_011 - Email chứa nhiều ký tự ""@""","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5982","CRM_DASHBOARD_TC_019 - Click ""Utilities"" trên Sidebar mở rộng submenu, không điều hướng ngay","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","3475","CRM_LOGIN_TC_018 - Password chứa mã SQL Injection nhằm bypass đăng nhập","firefox","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","6883","CRM_DASHBOARD_TC_008 - Click ""Customer"" trong Quick Create điều hướng đúng trang tạo mới","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","6060","CRM_DASHBOARD_TC_030 - Click từng tab chuyển đúng nội dung panel tương ứng","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3150","CRM_LOGIN_TC_026 - Click liên kết ""Forgot Password?"" điều hướng đúng trang","firefox","2026-08-05","passed","2026-08-05","Login Module - Navigation","auth/login-navigation.spec.ts","",""
"","5756","CRM_DASHBOARD_TC_001 - Đăng nhập thành công hiển thị đúng trang Dashboard","chromium","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","6259","CRM_DASHBOARD_TC_044 - Widget ""Upcoming Events"" không hiển thị trên Dashboard với cấu hình hiện tại","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3943","CRM_LOGIN_TC_004 - bỏ trống trường Password khi Email hợp lệ","firefox","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","6295","CRM_DASHBOARD_TC_018 - Click ""Sales"" trên Sidebar mở rộng submenu, không điều hướng ngay","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","10638","CRM_DASHBOARD_TC_007 - Click ""Invoice"" trong Quick Create điều hướng đúng trang tạo mới","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","9787","CRM_DASHBOARD_TC_039 - Click ""View All"" trong widget My To Do Items điều hướng đúng trang","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","8381","CRM_DASHBOARD_TC_003 - Sidebar hiển thị đầy đủ các menu cấp 1","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","3255","CRM_LOGIN_TC_024 - Checkbox ""Remember me"" mặc định không được chọn khi tải trang","webkit","2026-08-05","passed","2026-08-05","Login Module - Remember Me Checkbox","auth/login-remember-me.spec.ts","",""
"","5821","CRM_DASHBOARD_TC_002 - Header hiển thị đầy đủ các thành phần chính","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","23340","CRM_DASHBOARD_TC_017 - Click các mục Sidebar không có submenu điều hướng đúng URL tương ứng","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","6010","CRM_DASHBOARD_TC_033 - Chuyển view Calendar (week/day/month) hoạt động đúng","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","2803","CRM_LOGIN_TC_017 - Email chứa mã SQL Injection nhằm bypass đăng nhập","firefox","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","6298","CRM_DASHBOARD_TC_001 - Đăng nhập thành công hiển thị đúng trang Dashboard","firefox","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","5724","CRM_DASHBOARD_TC_035 - Dropdown chế độ biểu đồ Payment Records chuyển đổi Weekly/Monthly đúng","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","8705","CRM_DASHBOARD_TC_004 - Mục ""Dashboard"" trên Sidebar active khi ở trang chủ","webkit","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","5851","CRM_DASHBOARD_TC_018 - Click ""Sales"" trên Sidebar mở rộng submenu, không điều hướng ngay","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","5296","CRM_DASHBOARD_TC_020 - Click ""Reports"" trên Sidebar mở rộng submenu, không điều hướng ngay","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Sidebar","dashboard/dashboard-sidebar.spec.ts","",""
"","6097","CRM_DASHBOARD_TC_039 - Click ""View All"" trong widget My To Do Items điều hướng đúng trang","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3604","CRM_LOGIN_TC_021 - Password chứa ký tự Unicode/Emoji","firefox","2026-08-05","passed","2026-08-05","Login Module - Password Field Validation","auth/login-password-validation.spec.ts","",""
"","8691","CRM_DASHBOARD_TC_042 - Widget ""Latest Project Activity"" hiển thị danh sách hoạt động gần nhất","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","5835","CRM_DASHBOARD_TC_014 - Click avatar mở dropdown tài khoản đầy đủ các mục","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","4773","CRM_LOGIN_TC_004 - bỏ trống trường Password khi Email hợp lệ","webkit","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","6749","CRM_DASHBOARD_TC_038 - Click ""New To Do"" mở modal thêm To Do mới","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6017","CRM_DASHBOARD_TC_042 - Widget ""Latest Project Activity"" hiển thị danh sách hoạt động gần nhất","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","3518","CRM_LOGIN_TC_005 - bỏ trống đồng thời cả Email và Password","firefox","2026-08-05","passed","2026-08-05","Login Module","auth/login.spec.ts","",""
"","13310","CRM_DASHBOARD_TC_009 - Click ""Task"" trong Quick Create mở modal, không điều hướng trang","webkit","2026-08-05","passed","2026-08-05","Dashboard Module - Header","dashboard/dashboard-header.spec.ts","",""
"","8950","CRM_LOGIN_TC_014 - Email có khoảng trắng ở đầu và cuối","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","3334","CRM_LOGIN_TC_009 - Email thiếu phần domain sau ""@""","webkit","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
"","5878","CRM_DASHBOARD_TC_026 - Click trạng thái ""Unpaid"" trong Invoice overview điều hướng đúng URL filter","chromium","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","6489","CRM_DASHBOARD_TC_036 - Widget ""Contracts Expiring Soon"" hiển thị đúng cột và link View All điều hướng đúng trang","firefox","2026-08-05","passed","2026-08-05","Dashboard Module - Widget Content","dashboard/dashboard-widgets.spec.ts","",""
"","7200","CRM_DASHBOARD_TC_024 - Đăng xuất từ Dashboard quay lại trang Login","firefox","2026-08-05","passed","2026-08-05","Dashboard Module","dashboard/dashboard.spec.ts","",""
"","5020","CRM_LOGIN_TC_015 - Email không phân biệt chữ hoa/thường","chromium","2026-08-05","passed","2026-08-05","Login Module - Email Field Validation","auth/login-email-validation.spec.ts","",""
